epoch,loss,mean_io_u,val_loss,val_mean_io_u
0,0.1469342704448435,0.3999658,0.16881754994392395,0.39645352959632874
1,0.10128675897916158,0.39528397,0.12136181443929672,0.39487868547439575
2,0.08436713280777136,0.39487457,0.08349715918302536,0.3951307237148285
3,0.07557932668262057,0.3955735,0.0972028374671936,0.3960697054862976
4,0.06732132327225474,0.39678153,0.06748185306787491,0.3976159989833832
5,0.06176624397436778,0.39854503,0.08259674161672592,0.3994347155094147
6,0.057556534310181935,0.40008363,0.11297033727169037,0.4007720649242401
7,0.05253954939544201,0.4015587,0.09664937108755112,0.40217292308807373
8,0.05045981049123738,0.40275332,0.0831112489104271,0.4032187759876251
9,0.04692249945882294,0.40376705,0.10440091043710709,0.4042600989341736
10,0.043894239680634606,0.404715,0.07740318030118942,0.4050985872745514
11,0.04346768303463856,0.40530849,0.07697091996669769,0.4055366516113281
12,0.040284419535762735,0.40584496,0.05187144875526428,0.4061107635498047
13,0.03777629443340831,0.40633863,0.08046796917915344,0.40652745962142944
14,0.03579786045269834,0.4067543,0.08576132357120514,0.40698158740997314
15,0.03505354738897747,0.40721202,0.04812758415937424,0.4073922336101532
16,0.0333092753464977,0.40754616,0.05283737555146217,0.40764400362968445
17,0.03139926234467162,0.4078067,0.0640324205160141,0.40791672468185425
18,0.03153414987027645,0.40804815,0.055421847850084305,0.40817588567733765
19,0.030106877204444674,0.40831244,0.05670252442359924,0.40840575098991394
20,0.029280484881665972,0.40860137,0.0636645033955574,0.40873897075653076
21,0.02863669687261184,0.40886214,0.05646216869354248,0.40899375081062317
22,0.02710403369532691,0.40910336,0.1290564239025116,0.4092221260070801
23,0.02689984678808186,0.40933642,0.06593135744333267,0.40945112705230713
24,0.026062550633731814,0.40957594,0.05489847809076309,0.40966394543647766
25,0.025367314161525833,0.4097494,0.054730240255594254,0.40983036160469055
26,0.025317988006605043,0.40992317,0.039355769753456116,0.40998899936676025
27,0.023184585343632432,0.41012815,0.054140955209732056,0.4102703630924225
28,0.023145414288673137,0.41046923,0.09904724359512329,0.4105948209762573
29,0.022319091287338073,0.41073298,0.06857524812221527,0.41085579991340637
30,0.021820943192061452,0.4109988,0.048831965774297714,0.41113367676734924
31,0.02204206579675277,0.4113135,0.0935593694448471,0.411446750164032
32,0.0209726732948588,0.41159084,0.07088445127010345,0.4117293059825897
33,0.021358661198367674,0.4118905,0.06562235206365585,0.41200247406959534
34,0.021324033466064266,0.41210142,0.06393823027610779,0.41219431161880493
35,0.02159627643931243,0.41235903,0.043493155390024185,0.4125169515609741
36,0.019817238963312573,0.41265076,0.07846996933221817,0.4127896726131439
37,0.020186204690900114,0.41294256,0.056129250675439835,0.41306236386299133
38,0.01886001956752605,0.4132249,0.07048529386520386,0.41338691115379333
39,0.018785793354941738,0.41358587,0.06036772578954697,0.4137455224990845
40,0.018746891317682132,0.41384503,0.0520414263010025,0.41393280029296875
41,0.018863001776238283,0.41407493,0.04522047936916351,0.4141894280910492
42,0.01836197821216451,0.41431788,0.046398311853408813,0.4144379496574402
43,0.018207909177160926,0.41460392,0.07765915989875793,0.4147443473339081
44,0.018038205243647097,0.41490597,0.036795955151319504,0.4150424003601074
45,0.017473480250272486,0.4152237,0.09054981172084808,0.4153844714164734
46,0.017255557369854714,0.41555062,0.160994753241539,0.4156971275806427
47,0.01689789482495851,0.41589445,0.044166382402181625,0.41608303785324097
48,0.01708181319344375,0.41622752,0.054691702127456665,0.41636115312576294
49,0.01700154377354516,0.41650644,0.023774126544594765,0.41664811968803406
50,0.0164107373294731,0.41679987,0.04837951809167862,0.4169221818447113
51,0.01622930331569579,0.41708893,0.054548390209674835,0.4172506332397461
52,0.016705713814331426,0.4174135,0.07924457639455795,0.4175501763820648
53,0.015747247625970177,0.41768596,0.05535115674138069,0.4177984893321991
54,0.015813838876783847,0.41791946,0.021586813032627106,0.4180510640144348
55,0.015900560613307687,0.4182231,0.06055736169219017,0.4183516800403595
56,0.015954391254733007,0.41849345,0.035329584032297134,0.41867202520370483
57,0.015153637321458923,0.4188353,0.03433486446738243,0.4189920723438263
58,0.015697935047662922,0.4191963,0.03991351276636124,0.41936567425727844
59,0.015782548756235176,0.419546,0.0351143553853035,0.41970622539520264
60,0.015109681410508023,0.41986653,0.057803623378276825,0.420050710439682
61,0.014417638277841939,0.4202361,0.06385599821805954,0.4204324185848236
62,0.014582943367875285,0.42062417,0.12815138697624207,0.42080748081207275
63,0.0145429492307206,0.4209885,0.036301471292972565,0.42119941115379333
64,0.014250444175882473,0.42142415,0.05063812434673309,0.42160698771476746
65,0.014493549397836128,0.42176208,0.06782758980989456,0.42192205786705017
66,0.014078686169038216,0.42210415,0.030948283150792122,0.422294020652771
67,0.013856386543355054,0.4224975,0.027005774900317192,0.422671377658844
68,0.014244243688881397,0.42284778,0.03155948221683502,0.4230237603187561
69,0.013897167404906617,0.42323333,0.04787468910217285,0.42342743277549744
70,0.013960816183437903,0.4236212,0.022589879110455513,0.4238128960132599
71,0.013825082106308804,0.42398807,0.06844262033700943,0.42416486144065857
72,0.013525363932260209,0.4243393,0.029947025701403618,0.42453184723854065
73,0.013856660015881062,0.42473432,0.036852143704891205,0.42494481801986694
74,0.013073390287657579,0.42518768,0.059917647391557693,0.4254318177700043
75,0.013191797506685058,0.4256727,0.04087872430682182,0.42584845423698425
76,0.012832849255452554,0.42603973,0.046915411949157715,0.42625802755355835
77,0.01303420479202436,0.42653215,0.016413668170571327,0.4267508387565613
78,0.013358252221304509,0.42694142,0.027121759951114655,0.4271988868713379
79,0.012904542213719752,0.4274805,0.04381066933274269,0.4276973307132721
80,0.013086179742175671,0.42795104,0.027163315564393997,0.4281637966632843
81,0.013425035174522135,0.42837307,0.049254532903432846,0.42861101031303406
82,0.01252539682512482,0.42887086,0.04392097890377045,0.42914003133773804
83,0.013197397011228733,0.4293715,0.031697988510131836,0.42962396144866943
84,0.01227158447727561,0.42990455,0.0609733872115612,0.43018653988838196
85,0.01225270281235377,0.43044895,0.05392206832766533,0.4307299852371216
86,0.012304482929822471,0.43104103,0.019902709871530533,0.4312865436077118
87,0.012645741707334917,0.43152285,0.042852774262428284,0.4317459762096405
88,0.012692076154053211,0.4319941,0.02190876007080078,0.4322746694087982
89,0.012807986078162989,0.4325331,0.07447291910648346,0.43274441361427307
90,0.012489640272946821,0.4329794,0.026239436119794846,0.43318304419517517
91,0.011799769103527069,0.43336678,0.017431342974305153,0.43360084295272827
92,0.012793388890309466,0.43385765,0.04764412343502045,0.43405717611312866
93,0.011812952398839924,0.43427056,0.01870073191821575,0.43449994921684265
0,0.14821807245413463,0.40031695,0.13605286180973053,0.3967898190021515
1,0.10023238741689258,0.39573094,0.10177701711654663,0.39542391896247864
2,0.082497796540459,0.39547557,0.0936308354139328,0.39581242203712463
3,0.07493140920996666,0.39624685,0.0686694085597992,0.3967244029045105
4,0.06751562828818956,0.3973048,0.07194077223539352,0.3979276120662689
5,0.060120736848976876,0.39853618,0.045504894107580185,0.3991308808326721
6,0.05700057860877779,0.39970344,0.06920202821493149,0.40010982751846313
7,0.05267067303260167,0.40053195,0.06702987849712372,0.4009779393672943
8,0.05070786227782567,0.40130785,0.04339175298810005,0.4016440510749817
9,0.04489779714494944,0.40196747,0.043622903525829315,0.4022863507270813
10,0.042918528409467804,0.40262735,0.08146930485963821,0.40293174982070923
11,0.04262605423314704,0.40320918,0.05644264817237854,0.4034380316734314
12,0.03937665426896678,0.40363392,0.04311070591211319,0.4037976861000061
13,0.037775182268685766,0.40394312,0.06337253004312515,0.40408721566200256
14,0.03566798240774208,0.40428966,0.07560165226459503,0.40444138646125793
15,0.03420738968998194,0.404604,0.06406552344560623,0.4048086106777191
16,0.032866677703956765,0.40500844,0.13668771088123322,0.4051755964756012
17,0.03101936647047599,0.40540114,0.06478609889745712,0.4055956304073334
18,0.03144524081920584,0.4057738,0.06612608581781387,0.4059513509273529
19,0.029048991793145736,0.40617964,0.04327841103076935,0.4063716530799866
20,0.02879231290684806,0.406539,0.08314374089241028,0.4066849946975708
21,0.027343562617897988,0.40689027,0.0743095800280571,0.4070683419704437
22,0.027157358318153354,0.40729293,0.045844994485378265,0.40747490525245667
23,0.02711257180199027,0.4076751,0.07518573850393295,0.40781915187835693
24,0.025810529353717963,0.4079926,0.056664448231458664,0.40815168619155884
25,0.024369679298251866,0.4083703,0.042237285524606705,0.4085584878921509
26,0.024735738337039948,0.40875834,0.042319681495428085,0.40900981426239014
27,0.023701659879750675,0.40925726,0.07934431731700897,0.40941566228866577
28,0.02336729977072941,0.40960962,0.09369175881147385,0.40975815057754517
29,0.022908106353133915,0.40990013,0.08594229072332382,0.41003677248954773
30,0.02238427076695694,0.41018093,0.15354637801647186,0.41028034687042236
31,0.021499268089731533,0.41040733,0.039066512137651443,0.4105272591114044
32,0.02184356606254975,0.41068658,0.04799061641097069,0.4108242690563202
33,0.020966510319461427,0.41099495,0.08162443339824677,0.41113555431365967
34,0.021335420654051834,0.4112784,0.03537978604435921,0.41140538454055786
35,0.020358402468264102,0.41152576,0.04724843427538872,0.4116499125957489
36,0.019747236453824573,0.41181156,0.05946844443678856,0.4119647443294525
37,0.020841316071649393,0.41212243,0.051920656114816666,0.4122906029224396
38,0.01925675579243236,0.41245377,0.08022300899028778,0.4125884473323822
39,0.01840774995378322,0.41276708,0.07050031423568726,0.4129379391670227
40,0.0193039799005621,0.41314787,0.0736205205321312,0.4133386015892029
41,0.01815945361223486,0.4135388,0.04109994322061539,0.41375213861465454
42,0.017795531896667348,0.41395542,0.05714802443981171,0.4141170382499695
43,0.018308339040312503,0.4142481,0.03302494436502457,0.41438421607017517
44,0.017480027499712177,0.41453743,0.02573448233306408,0.414642333984375
45,0.017493919759160943,0.4147582,0.03556596487760544,0.41487497091293335
46,0.017502853915923173,0.4150227,0.03962509334087372,0.41512662172317505
47,0.016601032639543215,0.41527346,0.06778966635465622,0.4154007136821747
48,0.016558863936613002,0.41554782,0.040109336376190186,0.41567736864089966
49,0.01657613937018646,0.41579902,0.03551681339740753,0.4158981740474701
50,0.016914331395592955,0.4160334,0.03784193843603134,0.4161613881587982
51,0.01590102409116096,0.4162932,0.04208678752183914,0.41646507382392883
52,0.015869100867874093,0.41662657,0.035018011927604675,0.41679516434669495
53,0.016085323660324016,0.41694137,0.14778681099414825,0.4171658158302307
54,0.01587776616215706,0.4174249,0.028240544721484184,0.4175899922847748
55,0.01522382784427868,0.41775692,0.08043166249990463,0.41793569922447205
56,0.01568759348657396,0.41807434,0.04687126725912094,0.4181898534297943
57,0.01481948315890299,0.41832,0.020917290821671486,0.41844040155410767
58,0.015620067860517237,0.4185796,0.05026298016309738,0.41870006918907166
59,0.015238947804189391,0.41879475,0.028812840580940247,0.4189126193523407
60,0.014823347775058613,0.41905674,0.06051090359687805,0.4191639721393585
61,0.014284946096854077,0.41928202,0.08890421688556671,0.4194049537181854
62,0.014171021348900265,0.41953677,0.06976965069770813,0.41965553164482117
63,0.01399367954581976,0.41981414,0.02702152542769909,0.4199451804161072
64,0.013981986868505677,0.4200754,0.021298442035913467,0.4202018976211548
65,0.014578568417992857,0.4203436,0.03113548271358013,0.4204654097557068
66,0.014283853298467066,0.42059597,0.06347692757844925,0.4207085967063904
67,0.01439694173944493,0.4208154,0.04846365004777908,0.42092734575271606
68,0.01425200289943152,0.421037,0.08024077117443085,0.42120006680488586
69,0.013894391246140003,0.42133525,0.03810245543718338,0.4214431047439575
70,0.013818748900666833,0.4215655,0.04075394570827484,0.4216850996017456
71,0.01389031263275279,0.4218195,0.035328395664691925,0.42194709181785583
72,0.013427220843732357,0.42207992,0.03622785583138466,0.422250896692276
73,0.01365521273886164,0.42241833,0.03501712903380394,0.42251595854759216
74,0.01336100875503487,0.4226256,0.04931243509054184,0.4227282702922821
75,0.012994681428083115,0.42285115,0.05901680141687393,0.4229815602302551
76,0.013347079553123977,0.42310584,0.015115550719201565,0.42324402928352356
77,0.013193411116177837,0.4233721,0.03661959245800972,0.4235002398490906
78,0.013011731693728103,0.423609,0.05203038454055786,0.4237239956855774
79,0.013613255089148879,0.42382428,0.03850652649998665,0.4239138960838318
80,0.012588351111238202,0.42405352,0.05716797709465027,0.42417585849761963
81,0.012582499833984507,0.42430955,0.03256493806838989,0.42444908618927
82,0.012941555725410581,0.42458647,0.013878224417567253,0.42471033334732056
83,0.012644004547554585,0.42483026,0.020016483962535858,0.42493170499801636
84,0.012443779584848219,0.42504674,0.04469992220401764,0.42515289783477783
85,0.012615479099460774,0.42525083,0.019786499440670013,0.4253576397895813
86,0.013109769258234236,0.42547026,0.036970194429159164,0.4255734086036682
87,0.012688338792779379,0.42567897,0.010061477310955524,0.42579200863838196
88,0.012418694080164034,0.42591828,0.031573597341775894,0.4260222613811493
89,0.011984204112862547,0.42613494,0.015382165089249611,0.4262293875217438
90,0.01193368734481434,0.4263491,0.018723538145422935,0.4265265166759491
91,0.012472299615749055,0.42668745,0.04261679947376251,0.42679014801979065
92,0.011778858335067829,0.4269098,0.05251186713576317,0.4270254671573639
93,0.01199213854658107,0.42714238,0.019597677513957024,0.42723286151885986
94,0.011650598333734606,0.42732337,0.022642044350504875,0.4274206757545471
95,0.01228781673643324,0.42753232,0.04931745305657387,0.4276335537433624
96,0.01130103167767326,0.42774695,0.04939022660255432,0.4278859496116638
97,0.011557003296911717,0.42803162,0.021940821781754494,0.4281541407108307
98,0.011947438653765453,0.42828614,0.05913146585226059,0.428401380777359
99,0.011952127718056241,0.42852935,0.04224996268749237,0.42866185307502747
100,0.011515842502315838,0.42879868,0.02206321991980076,0.4289042055606842
101,0.011756013354493512,0.42900518,0.038461536169052124,0.42909353971481323
102,0.011686262038225929,0.4291986,0.03543558716773987,0.42928817868232727
103,0.011670530059685309,0.4293986,0.02285185270011425,0.4294843375682831
104,0.011385502609320813,0.4295648,0.05362272262573242,0.42966219782829285
105,0.011511392332613469,0.42976558,0.019725769758224487,0.42986053228378296
106,0.011316088338692984,0.42995635,0.017406059429049492,0.4300580322742462
107,0.011059619765728713,0.43016392,0.02242308109998703,0.4303075969219208
108,0.011117382156145241,0.43044463,0.0228534247726202,0.43057501316070557
109,0.011613411414954398,0.43071043,0.04055556654930115,0.43082675337791443
110,0.01071991255092952,0.43095928,0.0623697005212307,0.4310753047466278
111,0.011567360737050574,0.43120366,0.018725264817476273,0.43142271041870117
112,0.011035346689944466,0.4316291,0.036845140159130096,0.4317612946033478
113,0.011008096103452974,0.43188456,0.016306910663843155,0.4320053160190582
114,0.010719497729506757,0.4321231,0.03969471901655197,0.4322618842124939
115,0.011086362921115424,0.43239364,0.06627795845270157,0.4325462877750397
116,0.010706194174579449,0.4327032,0.08282815665006638,0.4328375458717346
117,0.010943726015587648,0.4329755,0.027358021587133408,0.4331325590610504
0,0.95777035,0.16901809275150298,0.9818517565727234,0.15785670280456543
1,0.9764301,0.10128038136495485,0.9818477630615234,0.1278211623430252
2,0.97790325,0.08586147146092521,0.9817245006561279,0.09671401977539062
3,0.9788632,0.07563537483414014,0.9803508520126343,0.11107120662927628
4,0.9797449,0.06903688833117486,0.9815434217453003,0.04840903729200363
5,0.9812018,0.062215406075119974,0.9818894267082214,0.05269434675574303
6,0.9817771,0.05922508765425947,0.9840295314788818,0.06643842905759811
7,0.98317236,0.052846289715833134,0.9851630330085754,0.05395062640309334
8,0.9841604,0.0499796977887551,0.9849807024002075,0.05181752145290375
9,0.98492086,0.04636939973053005,0.9827656149864197,0.05332793667912483
10,0.9858954,0.044269005064335135,0.9820114374160767,0.0635862648487091
11,0.9864125,0.04113297499716282,0.9848833084106445,0.031863871961832047
12,0.98718864,0.03958936066677173,0.9865102171897888,0.03768455609679222
13,0.98740697,0.038683916980193724,0.9875779747962952,0.043410416692495346
14,0.9883565,0.03527050813039144,0.9828760623931885,0.05546344071626663
15,0.9884678,0.03500835672020912,0.9886720776557922,0.030122222378849983
16,0.98945695,0.031971161336534555,0.9892173409461975,0.028112683445215225
17,0.98948485,0.03170796355439557,0.9832960367202759,0.03541793301701546
18,0.99010414,0.029968644885553255,0.9878272414207458,0.02126072347164154
19,0.9901227,0.029349261936214236,0.9893062710762024,0.04022600129246712
20,0.9908229,0.028032804963489373,0.9903795123100281,0.03409216180443764
21,0.990845,0.027594557259645727,0.9883612990379333,0.052346210926771164
22,0.99142915,0.025575724347598024,0.9889192581176758,0.05387980118393898
23,0.9913757,0.02595957239261932,0.991044819355011,0.033193521201610565
24,0.991386,0.026064753397885297,0.9877362847328186,0.04015339910984039
25,0.9915153,0.02526170670365294,0.9900005459785461,0.03942877799272537
26,0.992094,0.023720762288818757,0.9887300133705139,0.02818989008665085
27,0.9921343,0.02342891048433052,0.9912291765213013,0.02070978283882141
28,0.9923067,0.022952327442665895,0.9914194345474243,0.02873683162033558
29,0.99258715,0.02205564533877704,0.9902767539024353,0.026892008259892464
30,0.9925767,0.022210348211228848,0.989282488822937,0.03902074694633484
31,0.9927474,0.021572653990652828,0.9910076260566711,0.017911849543452263
32,0.9924463,0.022509116130984493,0.9915458559989929,0.04121661186218262
33,0.9928433,0.0212972826945285,0.9911602139472961,0.017012745141983032
34,0.99346143,0.019504450334029064,0.988323986530304,0.06977138668298721
35,0.99349445,0.019384124336971176,0.9914144277572632,0.025643518194556236
36,0.9931074,0.020506303033067122,0.9921013712882996,0.026397163048386574
37,0.9935495,0.01903423016063041,0.9887430667877197,0.04387396574020386
38,0.99352616,0.019039473206632667,0.9915415048599243,0.02280716970562935
39,0.99371433,0.018337373062968253,0.9930621385574341,0.014703844673931599
40,0.99381804,0.01819997780645887,0.9919298887252808,0.03631603345274925
41,0.9937315,0.01844534817048245,0.990797758102417,0.022852106019854546
42,0.99389434,0.017830199872454006,0.9915055632591248,0.04122690483927727
43,0.9939565,0.017679828084591363,0.9879472255706787,0.07222065329551697
44,0.9939743,0.017680588437037334,0.9924296736717224,0.016086775809526443
45,0.9941317,0.017190776879174842,0.9921277761459351,0.022873934358358383
46,0.99393857,0.017430463567790058,0.991290271282196,0.024635225534439087
47,0.9941898,0.016827733193834623,0.9930512309074402,0.0424635112285614
48,0.99423563,0.016770334427969324,0.986713171005249,0.04636150971055031
49,0.9943993,0.016399679312275515,0.9909168481826782,0.01859997771680355
50,0.9944143,0.01603614083594746,0.9907127022743225,0.032704245299100876
51,0.9944766,0.01590848005273276,0.9920748472213745,0.031899433583021164
52,0.99442846,0.01609225675670637,0.9887720346450806,0.033617887645959854
53,0.99434423,0.016486997333251766,0.9909206628799438,0.046061523258686066
54,0.9945012,0.015883539254880615,0.9937270879745483,0.01350561622530222
55,0.9947535,0.01495528548128075,0.9926723837852478,0.03163807839155197
56,0.99462384,0.01534035000950098,0.9917011857032776,0.033809594810009
57,0.994781,0.0149213546473119,0.9924578070640564,0.021060986444354057
58,0.99481124,0.014656577062689595,0.9928975701332092,0.013980855233967304
59,0.9947127,0.015107728582289483,0.9912843704223633,0.020144660025835037
60,0.9946333,0.015366080217063427,0.9909164905548096,0.03948667272925377
61,0.9948873,0.014467905761881008,0.992448091506958,0.04350787401199341
62,0.9948534,0.014645184545467297,0.9933223724365234,0.011718818917870522
63,0.9949045,0.01466972307405538,0.9926456809043884,0.015401377342641354
64,0.99478173,0.015045406317545309,0.989695131778717,0.029277939349412918
65,0.9951116,0.013833217467698786,0.992312490940094,0.0247663427144289
66,0.9949961,0.014349982121752368,0.9922019243240356,0.01669284887611866
67,0.99495727,0.014469008173586593,0.9917173385620117,0.021717021241784096
68,0.9951192,0.013853788489682807,0.9938173890113831,0.039777450263500214
69,0.99510986,0.013859158112770982,0.9935397505760193,0.019079042598605156
70,0.9950926,0.014165192495824562,0.9934908151626587,0.02634579688310623
71,0.9951729,0.01350400536838505,0.9934729337692261,0.014607161283493042
72,0.9950343,0.014179902513407998,0.9915544986724854,0.04554973170161247
73,0.99526006,0.01333210107146038,0.9921091794967651,0.018967565149068832
74,0.9953902,0.012964180717244745,0.9921350479125977,0.02177140861749649
75,0.9953278,0.013236690597194765,0.9917399287223816,0.019359614700078964
76,0.99536806,0.012941667660036021,0.9915034770965576,0.020491838455200195
77,0.9952035,0.01391359923614396,0.9892305731773376,0.028254186734557152
78,0.99543285,0.01277717716164059,0.9921812415122986,0.023468337953090668
79,0.99549794,0.01262960292191969,0.9934314489364624,0.01632203720510006
80,0.99546415,0.012650435774897535,0.9939540028572083,0.01523742824792862
81,0.9955378,0.012460299746857749,0.9930161237716675,0.012341792695224285
82,0.99550927,0.012628700527259045,0.991728663444519,0.022421738132834435
83,0.995603,0.012164455983373854,0.9901565909385681,0.030579539015889168
84,0.9955743,0.012228935987999042,0.994425892829895,0.03388925641775131
85,0.99542826,0.01248335207088126,0.9938345551490784,0.013613457791507244
86,0.995572,0.012418029064105617,0.9921658039093018,0.013531350530683994
87,0.99552155,0.012447967959774865,0.9936522841453552,0.013039568439126015
88,0.9953243,0.012999908253550529,0.9920006990432739,0.038561951369047165
89,0.99561924,0.0119554595142189,0.993636429309845,0.019878385588526726
90,0.99557734,0.012304483297177487,0.9925668239593506,0.01874525658786297
91,0.99557084,0.012202082688195838,0.9909411668777466,0.018404286354780197
92,0.995547,0.01209946524662276,0.9927390813827515,0.02340780571103096
